url,relations,start_date_to,start_date_from,start_date_sort,comments,alternative_names,external_links,review,start,name,set_num,volume,sb_text_number,pp_kdsb,num_folios,signature_letter,signature_number,drepung_number,provenance,zotero_ref,tibschol_ref,availability,dimension,item_description
https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.instance/5035/,"[{'id': 1993, 'label': 'chos mngon pa kun las btus kyi rnam par bshad pa rgyan gyi me tog (2) (5035) has source chos mngon pa kun las btus kyi rnam par bshad pa rgyan gyi me tog (1) (5890)', 'subj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.instance/5035/', 'label': 'chos mngon pa kun las btus kyi rnam par bshad pa rgyan gyi me tog (2) (5035)', 'content_type_key': 'apis_ontology.instance', 'content_type_name': 'instance'}, 'obj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.instance/5890/', 'label': 'chos mngon pa kun las btus kyi rnam par bshad pa rgyan gyi me tog (1) (5890)', 'content_type_key': 'apis_ontology.instance', 'content_type_name': 'instance'}, 'end_date_to': None, 'end_date_from': None, 'end_date_sort': None, 'start_date_to': None, 'start_date_from': None, 'start_date_sort': None, 'zotero_refs': '', 'tei_refs': '', 'support_notes': ""Post-colophon note, (ID:5035), fol. 314a6: bcom ldan ral gri'i phyag dpe las kun mkhyen bdag gis bris so ||"", 'confidence': 'Positive', 'start': None, 'end': None}, {'id': 1536, 'label': ""chos mngon pa kun las btus pa'i bshad pa rgyan gyi me tog (5036) has as an instance chos mngon pa kun las btus kyi rnam par bshad pa rgyan gyi me tog (2) (5035)"", 'subj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.work/5036/', 'label': ""chos mngon pa kun las btus pa'i bshad pa rgyan gyi me tog (5036)"", 'content_type_key': 'apis_ontology.work', 'content_type_name': 'work'}, 'obj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.instance/5035/', 'label': 'chos mngon pa kun las btus kyi rnam par bshad pa rgyan gyi me tog (2) (5035)', 'content_type_key': 'apis_ontology.instance', 'content_type_name': 'instance'}, 'end_date_to': None, 'end_date_from': None, 'end_date_sort': None, 'start_date_to': None, 'start_date_from': None, 'start_date_sort': None, 'zotero_refs': None, 'tei_refs': None, 'support_notes': None, 'confidence': 'Positive', 'start': None, 'end': None}, {'id': 1817, 'label': 'kun mkhyen (5794) scribe of chos mngon pa kun las btus kyi rnam par bshad pa rgyan gyi me tog (2) (5035)', 'subj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.person/5794/', 'label': 'kun mkhyen (5794)', 'content_type_key': 'apis_ontology.person', 'content_type_name': 'person'}, 'obj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.instance/5035/', 'label': 'chos mngon pa kun las btus kyi rnam par bshad pa rgyan gyi me tog (2) (5035)', 'content_type_key': 'apis_ontology.instance', 'content_type_name': 'instance'}, 'end_date_to': None, 'end_date_from': None, 'end_date_sort': None, 'start_date_to': None, 'start_date_from': None, 'start_date_sort': None, 'zotero_refs': '', 'tei_refs': '', 'support_notes': ""Post-colophon note, (ID:5035), fol. 314a6: bcom ldan ral gri'i phyag dpe las kun mkhyen bdag gis bris so ||"", 'confidence': 'Positive', 'start': None, 'end': None}]",,,,"The cover page in the reproduction is printed in reverse and upside-down and does not seem to correspond to that text.
[8H6M69W4] does not list any corresponding item with the signature ""phyi la 501.""
After fol. 110, one find pages from p. 280 to p. 412 of a type-set edition with folios numbered 111 to 206, presumably making up for lost folios. These are followed by the remaining handwritten folios numbered 170 to 314.","chos mngon pa kun las btus pa'i rgyan gyi me tog (incipit)
a b+hi d+ha r+ma sa mud tsa ya a laM ka ra puSH pa (incipit)
chos mngon pa kun las btus kyi rnam par bshad pa rgyan gyi me tog (colophon)",https://purl.bdrc.io/resource/MW1PD89084_CC021A,True,,chos mngon pa kun las btus kyi rnam par bshad pa rgyan gyi me tog (2),Set 2,57,1,11-664,254(/314),la,501,,'bras spungs gnas bcu lha khang,,2_057_01,available,,Script: dbu can.
https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.instance/5897/,"[{'id': 2004, 'label': ""chos mngon pa kun las btus pa'i bshad pa rgyan gyi me tog (5036) has as an instance chos mngon pa kun las btus kyi rnam par bshad pa rgyan gyi me tog (3) (5897)"", 'subj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.work/5036/', 'label': ""chos mngon pa kun las btus pa'i bshad pa rgyan gyi me tog (5036)"", 'content_type_key': 'apis_ontology.work', 'content_type_name': 'work'}, 'obj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.instance/5897/', 'label': 'chos mngon pa kun las btus kyi rnam par bshad pa rgyan gyi me tog (3) (5897)', 'content_type_key': 'apis_ontology.instance', 'content_type_name': 'instance'}, 'end_date_to': None, 'end_date_from': None, 'end_date_sort': None, 'start_date_to': None, 'start_date_from': None, 'start_date_sort': None, 'zotero_refs': None, 'tei_refs': None, 'support_notes': None, 'confidence': 'Positive', 'start': None, 'end': None}]",,,,"The text finishes on fol. 185, and is followed, on fol. 186, by an Abhidharma lineage also present in the other instances.","chos mngon pa kun las btus pa'i rgyan gyi me tog (incipit)
a b+hi d+ha r+mA sa mu tsA ya a laM ka ra pu SH+pa (incipit)
chos mngon pa kun las btus kyi rnam par bshad pa rgyan gyi me tog (colophon)",https://purl.bdrc.io/resource/MW3CN3014_8E11A6,False,,chos mngon pa kun las btus kyi rnam par bshad pa rgyan gyi me tog (3),,,,,186,dza,8,,'bras spungs gnas bcu lha khang,FEMTNQNF,2_057_01_02,available,,"Script: dbu med.
Miniatures left and right on fol. 1b."
https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.instance/4753/,"[{'id': 1411, 'label': ""chos mngon pa kun las btus pa'i bshad pa rnam bshad snying po legs bshad kyi 'od zer (4754) has as an instance chos mngon pa kun las btus pa'i bshad pa rnam bshad snying po legs bshad kyi 'od zer (4753)"", 'subj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.work/4754/', 'label': ""chos mngon pa kun las btus pa'i bshad pa rnam bshad snying po legs bshad kyi 'od zer (4754)"", 'content_type_key': 'apis_ontology.work', 'content_type_name': 'work'}, 'obj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.instance/4753/', 'label': ""chos mngon pa kun las btus pa'i bshad pa rnam bshad snying po legs bshad kyi 'od zer (4753)"", 'content_type_key': 'apis_ontology.instance', 'content_type_name': 'instance'}, 'end_date_to': None, 'end_date_from': None, 'end_date_sort': None, 'start_date_to': None, 'start_date_from': None, 'start_date_sort': None, 'zotero_refs': None, 'tei_refs': None, 'support_notes': None, 'confidence': 'Positive', 'start': None, 'end': None}]",,,,No author reported for No. 16066 in [8H6M69W4].,"chos mngon pa kun las btus pa'i bshad pa rnam bshad snying po legs bshad kyi 'od zer (incipit, chapter colophon, catalogue)",https://purl.bdrc.io/resource/MW1PD89084_30EEC6,True,,chos mngon pa kun las btus pa'i bshad pa rnam bshad snying po legs bshad kyi 'od zer,Set 2,41,2,379-602,112(/113),dza,1,16066,'bras spungs gnas bcu lha khang,,2_041_02,available,66 x 9.5,"Script: dpe tshugs.
Missing folio: 92."
https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.instance/4755/,"[{'id': 1412, 'label': ""chos mngon pa kun las btus pa'i bshad pa shes bya gsal byed (4756) has as an instance chos mngon pa kun las btus pa'i bshad pa shes bya gsal byed (4755)"", 'subj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.work/4756/', 'label': ""chos mngon pa kun las btus pa'i bshad pa shes bya gsal byed (4756)"", 'content_type_key': 'apis_ontology.work', 'content_type_name': 'work'}, 'obj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.instance/4755/', 'label': ""chos mngon pa kun las btus pa'i bshad pa shes bya gsal byed (4755)"", 'content_type_key': 'apis_ontology.instance', 'content_type_name': 'instance'}, 'end_date_to': None, 'end_date_from': None, 'end_date_sort': None, 'start_date_to': None, 'start_date_from': None, 'start_date_sort': None, 'zotero_refs': None, 'tei_refs': None, 'support_notes': None, 'confidence': 'Positive', 'start': None, 'end': None}]",,,,,,https://purl.bdrc.io/resource/MW1PD89084_0AF9EE,False,,chos mngon pa kun las btus pa'i bshad pa shes bya gsal byed,Set 2,42,1,11-560,173,,,,spo bo spyan drug,,2_042_01,available,,
https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.instance/4757/,"[{'id': 1413, 'label': ""chos mngon pa kun las btus pa'i de kho na nyid 'byung ba (4758) has as an instance chos mngon pa kun las btus pa'i de kho na nyid 'byung ba (4757)"", 'subj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.work/4758/', 'label': ""chos mngon pa kun las btus pa'i de kho na nyid 'byung ba (4758)"", 'content_type_key': 'apis_ontology.work', 'content_type_name': 'work'}, 'obj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.instance/4757/', 'label': ""chos mngon pa kun las btus pa'i de kho na nyid 'byung ba (4757)"", 'content_type_key': 'apis_ontology.instance', 'content_type_name': 'instance'}, 'end_date_to': None, 'end_date_from': None, 'end_date_sort': None, 'start_date_to': None, 'start_date_from': None, 'start_date_sort': None, 'zotero_refs': None, 'tei_refs': None, 'support_notes': None, 'confidence': 'Positive', 'start': None, 'end': None}]",,,,,"a b+hi d+har+mma sa muts+tsa ya tat+wa saM b+ha ba
mngon pa kun las btus pa'i de kho na nyid 'byung ba (catalogue)",https://purl.bdrc.io/resource/MW1PD89084_7586F7,False,,chos mngon pa kun las btus pa'i de kho na nyid 'byung ba,Set 2,43,1,11-555,274,dza,47,16117,'bras spungs gnas bcu lha khang,,2_043_01,available,34 x 8,
https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.instance/5483/,"[{'id': 1741, 'label': ""chos mngon pa kun las btus pa'i rgya cher 'grel pa shes bya gsal byed (5484) has as an instance chos mngon pa kun las btus pa'i rgya cher 'grel pa shes bya gsal byed (1) (5483)"", 'subj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.work/5484/', 'label': ""chos mngon pa kun las btus pa'i rgya cher 'grel pa shes bya gsal byed (5484)"", 'content_type_key': 'apis_ontology.work', 'content_type_name': 'work'}, 'obj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.instance/5483/', 'label': ""chos mngon pa kun las btus pa'i rgya cher 'grel pa shes bya gsal byed (1) (5483)"", 'content_type_key': 'apis_ontology.instance', 'content_type_name': 'instance'}, 'end_date_to': None, 'end_date_from': None, 'end_date_sort': None, 'start_date_to': None, 'start_date_from': None, 'start_date_sort': None, 'zotero_refs': None, 'tei_refs': None, 'support_notes': None, 'confidence': 'Positive', 'start': None, 'end': None}, {'id': 4270, 'label': ""dharma dha ra shri bha tra (5485) scribe of chos mngon pa kun las btus pa'i rgya cher 'grel pa shes bya gsal byed (1) (5483)"", 'subj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.person/5485/', 'label': 'dharma dha ra shri bha tra (5485)', 'content_type_key': 'apis_ontology.person', 'content_type_name': 'person'}, 'obj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.instance/5483/', 'label': ""chos mngon pa kun las btus pa'i rgya cher 'grel pa shes bya gsal byed (1) (5483)"", 'content_type_key': 'apis_ontology.instance', 'content_type_name': 'instance'}, 'end_date_to': None, 'end_date_from': None, 'end_date_sort': None, 'start_date_to': None, 'start_date_from': None, 'start_date_sort': None, 'zotero_refs': '', 'tei_refs': '', 'support_notes': ""Colophon, (ID:5483), fol. 326a5: TI kA 'di'i yige pa ni | d+har+mA d+ha ra shrI b+ha tras bris pa shin du dge'o |."", 'confidence': 'Positive', 'start': None, 'end': None}]",,,,,"chos mngon pa kun las btus pa'i rgya cher 'grel pa shes bya gsal byed (cover page, colophon)
dpal ldan 'phags pa thogs med kyis mdzad pa chos mngon pa kun las btus pa'i rgya cher 'grel pa shes bya gsal byed (incipit)",https://purl.bdrc.io/resource/MW4PD3076_0CA5BC,True,,chos mngon pa kun las btus pa'i rgya cher 'grel pa shes bya gsal byed (1),Set 4,114,1,11-655,326,,,,,,4_114_01,available,,Folios 304 and 305 appear on the same folio.
https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.instance/7316/,"[{'id': 5662, 'label': ""chos mngon pa kun las btus pa'i rgya cher 'grel pa shes bya gsal byed (5484) has as an instance chos mngon pa kun las btus pa'i rgya cher 'grel pa shes bya gsal byed (2) (7316)"", 'subj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.work/5484/', 'label': ""chos mngon pa kun las btus pa'i rgya cher 'grel pa shes bya gsal byed (5484)"", 'content_type_key': 'apis_ontology.work', 'content_type_name': 'work'}, 'obj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.instance/7316/', 'label': ""chos mngon pa kun las btus pa'i rgya cher 'grel pa shes bya gsal byed (2) (7316)"", 'content_type_key': 'apis_ontology.instance', 'content_type_name': 'instance'}, 'end_date_to': None, 'end_date_from': None, 'end_date_sort': None, 'start_date_to': None, 'start_date_from': None, 'start_date_sort': None, 'zotero_refs': '', 'tei_refs': '', 'support_notes': '', 'confidence': 'Positive', 'start': None, 'end': None}]",,,,"The colophon is followed by the lineage of the  	Abhidharmasamuccaya (ID:3755), from Maitreya to dPang lo tsA ba (ID:4097), the author of the commentary.","chos mngon pa kun las btus pa'i rgya cher 'grel pa shes bya gsal byed (cover page, colophon)
dpal ldan 'phags pa thogs med kyis mdzad pa chos mngon pa kun las btus pa'i rgya cher 'grel pa shes bya gsal byed (incipit)",https://purl.bdrc.io/resource/MW24699,True,,chos mngon pa kun las btus pa'i rgya cher 'grel pa shes bya gsal byed (2),,,,,272,,,,,,4_114_01_1,available,,"Script: dbu med.
BUDA indicates that the images consist in a photocopy from an original microfilm, ref. ZJ29 (zj000103/1-zj000239/1) mindzu 007228."
https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.instance/7317/,"[{'id': 5663, 'label': ""chos mngon pa kun las btus pa'i rgya cher 'grel pa shes bya gsal byed (5484) has as an instance chos mngon pa kun las btus pa'i rgya cher 'grel pa shes bya gsal byed (3) (7317)"", 'subj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.work/5484/', 'label': ""chos mngon pa kun las btus pa'i rgya cher 'grel pa shes bya gsal byed (5484)"", 'content_type_key': 'apis_ontology.work', 'content_type_name': 'work'}, 'obj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.instance/7317/', 'label': ""chos mngon pa kun las btus pa'i rgya cher 'grel pa shes bya gsal byed (3) (7317)"", 'content_type_key': 'apis_ontology.instance', 'content_type_name': 'instance'}, 'end_date_to': None, 'end_date_from': None, 'end_date_sort': None, 'start_date_to': None, 'start_date_from': None, 'start_date_sort': None, 'zotero_refs': '', 'tei_refs': '', 'support_notes': '', 'confidence': 'Positive', 'start': None, 'end': None}]",1999-12-31,1999-01-01,1999-07-02,"dBu can edition in dpe cha format, printed from computerized input.
Includes, as in instance (ID:7316), a lineage of the Abhidharmasamuccaya after the colophon.",,,True,1999,chos mngon pa kun las btus pa'i rgya cher 'grel pa shes bya gsal byed (3),,,,,372,,,,,GEPFN3UC,,available,,
https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.instance/4751/,"[{'id': 1410, 'label': ""chos mngon pa kun las btus pa'i rnam par bshad pa gsal ba'i rgyan (4752) has as an instance chos mngon pa kun las btus pa'i rnam par bshad pa gsal ba'i rgyan (4751)"", 'subj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.work/4752/', 'label': ""chos mngon pa kun las btus pa'i rnam par bshad pa gsal ba'i rgyan (4752)"", 'content_type_key': 'apis_ontology.work', 'content_type_name': 'work'}, 'obj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.instance/4751/', 'label': ""chos mngon pa kun las btus pa'i rnam par bshad pa gsal ba'i rgyan (4751)"", 'content_type_key': 'apis_ontology.instance', 'content_type_name': 'instance'}, 'end_date_to': None, 'end_date_from': None, 'end_date_sort': None, 'start_date_to': None, 'start_date_from': None, 'start_date_sort': None, 'zotero_refs': None, 'tei_refs': None, 'support_notes': None, 'confidence': 'Positive', 'start': None, 'end': None}]",,,,"Title in [8H6M69W4], No. 16109: chos mngon pa kun las btus pa'i rnam par bshad pa gsal ba blo'i rgyan
The catalogue does not give the size of the manuscript.
The cover page appears upside down in [UJDXNMGD].","chos mngon pa kun las btus pa'i rnam par bshad pa gsal ba blo'i rgyan (colophon, catalogue)
theg pa chen po'i chos mngon pa'i rgyan (incipit)",https://purl.bdrc.io/resource/MW1PD89084_F91348,True,,chos mngon pa kun las btus pa'i rnam par bshad pa gsal ba'i rgyan,Set 2,41,1,11-372,180,dza,38,16109,'bras spungs gnas bcu lha khang,,2_041_01,available,,Script: dpe tshugs.
https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.instance/4749/,"[{'id': 1409, 'label': ""chos mngon pa kun las btus pa'i TIk+ka shes bya thams cad gsal bar byed pa'i sgron me (4750) has as an instance chos mngon pa kun las btus pa'i TIk+ka shes bya thams cad gsal bar byed pa'i sgron me (4749)"", 'subj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.work/4750/', 'label': ""chos mngon pa kun las btus pa'i TIk+ka shes bya thams cad gsal bar byed pa'i sgron me (4750)"", 'content_type_key': 'apis_ontology.work', 'content_type_name': 'work'}, 'obj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.instance/4749/', 'label': ""chos mngon pa kun las btus pa'i TIk+ka shes bya thams cad gsal bar byed pa'i sgron me (4749)"", 'content_type_key': 'apis_ontology.instance', 'content_type_name': 'instance'}, 'end_date_to': None, 'end_date_from': None, 'end_date_sort': None, 'start_date_to': None, 'start_date_from': None, 'start_date_sort': None, 'zotero_refs': None, 'tei_refs': None, 'support_notes': None, 'confidence': 'Positive', 'start': None, 'end': None}]",,,,,,https://purl.bdrc.io/resource/MW1PD89084_613D25,False,,chos mngon pa kun las btus pa'i TIk+ka shes bya thams cad gsal bar byed pa'i sgron me,Set 2,40,1,11-536,263,,,,rgyal rtse dpal 'khor chos sde,,2_040_01,available,,No signature.
https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.instance/4828/,"[{'id': 1447, 'label': 'chos mngon pa mdzod kyi bsdus don (2) (4829) has as an instance chos mngon pa mdzod kyi bsdus don (4828)', 'subj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.work/4829/', 'label': 'chos mngon pa mdzod kyi bsdus don (2) (4829)', 'content_type_key': 'apis_ontology.work', 'content_type_name': 'work'}, 'obj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.instance/4828/', 'label': 'chos mngon pa mdzod kyi bsdus don (4828)', 'content_type_key': 'apis_ontology.instance', 'content_type_name': 'instance'}, 'end_date_to': None, 'end_date_from': None, 'end_date_sort': None, 'start_date_to': None, 'start_date_from': None, 'start_date_sort': None, 'zotero_refs': None, 'tei_refs': None, 'support_notes': None, 'confidence': 'Positive', 'start': None, 'end': None}]",,,,,"chos mngon pa'i mdzod kyi bsdus don (cover page)
chos mngon pa mdzod kyi don yan dag par bsdus pa (colophon)","https://purl.bdrc.io/resource/MW1PD89084_08990A
 https://purl.bdrc.io/resource/MW1PD153536_8D4C0F",True,,chos mngon pa mdzod kyi bsdus don,Set 2,49,3,199-262,32,dza,52,16132,'bras spungs gnas bcu lha khang,[QK3G4Q7R],"2_049_03
3_086_03",available,42.5 x 6.7,Script: 'bru tsha.
https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.instance/5914/,"[{'id': 2051, 'label': 'chos mngon pa mdzod kyi bsdus don (1) (5913) has as an instance chos mngon pa mdzod kyi bsdus don (5914)', 'subj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.work/5913/', 'label': 'chos mngon pa mdzod kyi bsdus don (1) (5913)', 'content_type_key': 'apis_ontology.work', 'content_type_name': 'work'}, 'obj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.instance/5914/', 'label': 'chos mngon pa mdzod kyi bsdus don (5914)', 'content_type_key': 'apis_ontology.instance', 'content_type_name': 'instance'}, 'end_date_to': None, 'end_date_from': None, 'end_date_sort': None, 'start_date_to': None, 'start_date_from': None, 'start_date_sort': None, 'zotero_refs': None, 'tei_refs': None, 'support_notes': None, 'confidence': 'Positive', 'start': None, 'end': None}]",,,,,"chos mngon gyi bsdus don (colophon)
chos mngon pa mdzod kyi bsdus don (cover page)",https://purl.bdrc.io/resource/MW1PD89084_7F7809,True,,chos mngon pa mdzod kyi bsdus don,Set 2,53,3,169-178,5,dza,52,16130,'bras spungs gnas bcu lha khang,,2_053_03,available,62 x 6.2,"Script: 'bru tsha.
Some corrections in dbu can.
Post-colophon note in smaller script."
https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.instance/6992/,"[{'id': 4609, 'label': 'chos mngon pa mdzod kyi bsdus don (6991) has as an instance chos mngon pa mdzod kyi bsdus don (6992)', 'subj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.work/6991/', 'label': 'chos mngon pa mdzod kyi bsdus don (6991)', 'content_type_key': 'apis_ontology.work', 'content_type_name': 'work'}, 'obj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.instance/6992/', 'label': 'chos mngon pa mdzod kyi bsdus don (6992)', 'content_type_key': 'apis_ontology.instance', 'content_type_name': 'instance'}, 'end_date_to': None, 'end_date_from': None, 'end_date_sort': None, 'start_date_to': None, 'start_date_from': None, 'start_date_sort': None, 'zotero_refs': ""[8H6M69W4]: No. 16078. Title: mngon pa mdzod kyi bsdus don. Author: shAkya'i dge slong rin chen tshul khrims."", 'tei_refs': '', 'support_notes': '', 'confidence': 'Positive', 'start': None, 'end': None}]",,,,"This item is listed in the [8H6M69W4]: No. 16078 with the title ""mngon pa mdzod kyi bsdus don.""",mngon pa mdzod kyi bsdus don bzhugs (catalogue),,True,,chos mngon pa mdzod kyi bsdus don,,,,,19,dza,10,16078,'bras spungs gnas bcu lha khang,,,non-accessible,67 x 10,Script: 'bru tsha.
https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.instance/5285/,"[{'id': 1650, 'label': 'chos mngon pa mdzod kyi don bsdus te bstan pa (5286) has as an instance chos mngon pa mdzod kyi don bsdus te bstan pa (5285)', 'subj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.work/5286/', 'label': 'chos mngon pa mdzod kyi don bsdus te bstan pa (5286)', 'content_type_key': 'apis_ontology.work', 'content_type_name': 'work'}, 'obj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.instance/5285/', 'label': 'chos mngon pa mdzod kyi don bsdus te bstan pa (5285)', 'content_type_key': 'apis_ontology.instance', 'content_type_name': 'instance'}, 'end_date_to': None, 'end_date_from': None, 'end_date_sort': None, 'start_date_to': None, 'start_date_from': None, 'start_date_sort': None, 'zotero_refs': None, 'tei_refs': None, 'support_notes': None, 'confidence': 'Positive', 'start': None, 'end': None}]",,,,,"chos mngon pa mdzod kyi don bsdus (catalogue)
chos mngon pa mdzod kyi don bsdus te bstan pa",https://purl.bdrc.io/resource/MW1PD153536_7A77F5,True,,chos mngon pa mdzod kyi don bsdus te bstan pa,Set 3,86,4,504-549,23,dza,8,16069,'bras spungs gnas bcu lha khang,,3_086_04,available,65 x 9,Script: 'bru tsha.
https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.instance/5282/,"[{'id': 1826, 'label': 'mkhan chen pa (5836) owner of chos mngon pa mdzod kyi rnam bshad gzhung don gsal byed legs bshad snang ba (5282)', 'subj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.person/5836/', 'label': 'mkhan chen pa (5836)', 'content_type_key': 'apis_ontology.person', 'content_type_name': 'person'}, 'obj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.instance/5282/', 'label': 'chos mngon pa mdzod kyi rnam bshad gzhung don gsal byed legs bshad snang ba (5282)', 'content_type_key': 'apis_ontology.instance', 'content_type_name': 'instance'}, 'end_date_to': None, 'end_date_from': None, 'end_date_sort': None, 'start_date_to': None, 'start_date_from': None, 'start_date_sort': None, 'zotero_refs': '', 'tei_refs': 'ex8602_202409183', 'support_notes': '', 'confidence': 'Positive', 'start': None, 'end': None}, {'id': 1787, 'label': 'dbyang dpal (5284) scribe of chos mngon pa mdzod kyi rnam bshad gzhung don gsal byed legs bshad snang ba (5282)', 'subj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.person/5284/', 'label': 'dbyang dpal (5284)', 'content_type_key': 'apis_ontology.person', 'content_type_name': 'person'}, 'obj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.instance/5282/', 'label': 'chos mngon pa mdzod kyi rnam bshad gzhung don gsal byed legs bshad snang ba (5282)', 'content_type_key': 'apis_ontology.instance', 'content_type_name': 'instance'}, 'end_date_to': None, 'end_date_from': None, 'end_date_sort': None, 'start_date_to': None, 'start_date_from': None, 'start_date_sort': None, 'zotero_refs': '', 'tei_refs': 'ex8602_202409183', 'support_notes': '', 'confidence': 'Positive', 'start': None, 'end': None}, {'id': 1649, 'label': 'chos mngon pa mdzod kyi rnam bshad gzhung don gsal byed legs bshad snang ba (5283) has as an instance chos mngon pa mdzod kyi rnam bshad gzhung don gsal byed legs bshad snang ba (5282)', 'subj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.work/5283/', 'label': 'chos mngon pa mdzod kyi rnam bshad gzhung don gsal byed legs bshad snang ba (5283)', 'content_type_key': 'apis_ontology.work', 'content_type_name': 'work'}, 'obj': {'url': 'https://tibschol.acdh-ch-dev.oeaw.ac.at/apis/api/apis_ontology.instance/5282/', 'label': 'chos mngon pa mdzod kyi rnam bshad gzhung don gsal byed legs bshad snang ba (5282)', 'content_type_key': 'apis_ontology.instance', 'content_type_name': 'instance'}, 'end_date_to': None, 'end_date_from': None, 'end_date_sort': None, 'start_date_to': None, 'start_date_from': None, 'start_date_sort': None, 'zotero_refs': None, 'tei_refs': None, 'support_notes': None, 'confidence': 'Positive', 'start': None, 'end': None}]",,,,,"chos mngon pa mdzod kyi rnam par bshad pa gzhung don gsal byed legs bshad kyi snang ba (cover page, incipit)
gzhung don gsal byed legs bshad snang ba (closing verses)",https://purl.bdrc.io/resource/MW1PD153536_0ED81E,True,,chos mngon pa mdzod kyi rnam bshad gzhung don gsal byed legs bshad snang ba,Set 3,86,2,250-439,95,dza,8,16072,'bras spungs gnas bcu lha khang,,3_086_02,available,66 x 9.5,Script: 'bru tsha.
